samplename,kingdom,phylum,class,order,family,genus,species
M00598:87:000000000-J7KGW:1:2102:18737:4866__kiwi2020__AG0529-0798__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,
M00598:87:000000000-J7KGW:1:2102:18749:19865__kiwi2020__AG0529-0385__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella,
M00598:87:000000000-J7KGW:1:2102:18760:8666__kiwi2020__AG0529-1104__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobutyricum,
M00598:87:000000000-J7KGW:1:2102:18847:12769__kiwi2020__AG0529-0325__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,
M00598:87:000000000-J7KGW:1:2102:18878:12138__kiwi2020__AG0529-0551__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XIII,Aminipila,
M00598:87:000000000-J7KGW:1:2102:19010:28074__kiwi2020__AG0529-0372__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Segetibacter,
M00598:87:000000000-J7KGW:1:2102:19095:17397__kiwi2020__AG0529-0395__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylorubrum,
M00598:87:000000000-J7KGW:1:2102:19098:3390__kiwi2020__AG0529-0836__515f,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halanaerobaculum,
M00598:87:000000000-J7KGW:1:2102:19127:8375__kiwi2020__AG0529-0835__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Testudinibacter,
M00598:87:000000000-J7KGW:1:2102:19302:11087__kiwi2020__AG0529-0160__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,
M00598:87:000000000-J7KGW:1:2102:19338:12502__kiwi2020__AG0529-1104__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,
M00598:87:000000000-J7KGW:1:2102:19377:5574__kiwi2020__AG0529-0645__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,
M00598:87:000000000-J7KGW:1:2102:19416:28080__kiwi2020__AG0529-1009__515f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga,
M00598:87:000000000-J7KGW:1:2102:19453:19159__kiwi2020__AG0529-0475__515f,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
M00598:87:000000000-J7KGW:1:2102:19532:7033__kiwi2020__AG0529-1128__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter,
M00598:87:000000000-J7KGW:1:2102:19665:11262__kiwi2020__AG0529-1057__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproicibacter,
M00598:87:000000000-J7KGW:1:2102:19688:14492__kiwi2020__AG0529-0796__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Criibacterium,
M00598:87:000000000-J7KGW:1:2102:19764:25076__kiwi2020__AG0529-1027__515f,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:2102:19767:25881__kiwi2020__AG0529-1085__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,
M00598:87:000000000-J7KGW:1:2102:19790:9811__kiwi2020__AG0529-0835__515f,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter,
M00598:87:000000000-J7KGW:1:2102:19892:6791__kiwi2020__AG0529-1128__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Mediterranea,
M00598:87:000000000-J7KGW:1:2102:19901:11913__kiwi2020__AG0529-0937__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Polyangium
M00598:87:000000000-J7KGW:1:2102:19925:13995__kiwi2020__AG0529-0008__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfoplanes,
M00598:87:000000000-J7KGW:1:2102:19946:12880__kiwi2020__AG0529-1128__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
M00598:87:000000000-J7KGW:1:2102:20166:6226__kiwi2020__AG0529-0541__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
M00598:87:000000000-J7KGW:1:2102:20208:12191__kiwi2020__AG0529-1120__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotaenia,
M00598:87:000000000-J7KGW:1:2102:20256:5297__kiwi2020__AG0529-0660__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rudaea,
M00598:87:000000000-J7KGW:1:2102:20340:2360__kiwi2020__AG0529-1002__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter,
M00598:87:000000000-J7KGW:1:2102:20406:24735__kiwi2020__AG0529-0396__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Kofleriaceae,Kofleria
M00598:87:000000000-J7KGW:1:2102:20419:22405__kiwi2020__AG0529-0166__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,
M00598:87:000000000-J7KGW:1:2102:20524:22775__kiwi2020__AG0529-1000__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,
M00598:87:000000000-J7KGW:1:2102:20529:18744__kiwi2020__AG0529-0577__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Heliimonas,
M00598:87:000000000-J7KGW:1:2102:20625:19472__kiwi2020__AG0529-0034__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,
M00598:87:000000000-J7KGW:1:2102:20721:12116__kiwi2020__AG0529-0798__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
M00598:87:000000000-J7KGW:1:2102:20748:23009__kiwi2020__AG0529-0874__515f,Bacteria,Armatimonadetes,Armatimonadetes_gp5,,,,
M00598:87:000000000-J7KGW:1:2102:20853:10158__kiwi2020__AG0529-0214__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium XVIII,
M00598:87:000000000-J7KGW:1:2102:21005:22716__kiwi2020__AG0529-0321__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Tepidibaculum,
M00598:87:000000000-J7KGW:1:2102:21048:9227__kiwi2020__AG0529-0992__515f,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,Aquisphaera,
M00598:87:000000000-J7KGW:1:2102:21061:15478__kiwi2020__AG0529-0118__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,
M00598:87:000000000-J7KGW:1:2102:21116:22579__kiwi2020__AG0529-0912__515f,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,
M00598:87:000000000-J7KGW:1:2102:21184:17579__kiwi2020__AG0529-0849__515f,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
M00598:87:000000000-J7KGW:1:2102:21510:9144__kiwi2020__AG0529-0551__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,
M00598:87:000000000-J7KGW:1:2102:21606:22120__kiwi2020__AG0529-0140__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
M00598:87:000000000-J7KGW:1:2102:21610:22062__kiwi2020__AG0529-1086__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter,
M00598:87:000000000-J7KGW:1:2102:21749:24806__kiwi2020__AG0529-1020__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,Micropepsis,
M00598:87:000000000-J7KGW:1:2102:21832:22868__kiwi2020__AG0529-0321__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,
M00598:87:000000000-J7KGW:1:2102:22037:9788__kiwi2020__AG0529-1083__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,
M00598:87:000000000-J7KGW:1:2102:22067:17605__kiwi2020__AG0529-0470__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus,
M00598:87:000000000-J7KGW:1:2102:22108:12915__kiwi2020__AG0529-0816__515f,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:2102:22181:23957__kiwi2020__AG0529-0912__515f,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla,
M00598:87:000000000-J7KGW:1:2102:22342:5639__kiwi2020__AG0529-0979__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,
M00598:87:000000000-J7KGW:1:2102:22355:9582__kiwi2020__AG0529-0425__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,
M00598:87:000000000-J7KGW:1:2102:22433:4934__kiwi2020__AG0529-0997__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,
M00598:87:000000000-J7KGW:1:2102:22629:14050__kiwi2020__AG0529-1089__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,
M00598:87:000000000-J7KGW:1:2102:22636:10326__kiwi2020__AG0529-0879__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
M00598:87:000000000-J7KGW:1:2102:22772:16091__kiwi2020__AG0529-0891__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Silanimonas,
M00598:87:000000000-J7KGW:1:2102:22858:9324__kiwi2020__AG0529-1108__515f,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinobacterium,
M00598:87:000000000-J7KGW:1:2102:22943:12953__kiwi2020__AG0529-1112__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Kozakia,
M00598:87:000000000-J7KGW:1:2102:22944:14024__kiwi2020__AG0529-0513__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,
M00598:87:000000000-J7KGW:1:2102:23083:13080__kiwi2020__AG0529-0239__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,
M00598:87:000000000-J7KGW:1:2102:23120:11475__kiwi2020__AG0529-0369__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Criibacterium,
M00598:87:000000000-J7KGW:1:2102:23543:7634__kiwi2020__AG0529-1019__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,
M00598:87:000000000-J7KGW:1:2102:23625:11912__kiwi2020__AG0529-1124__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Abyssivirga,
M00598:87:000000000-J7KGW:1:2102:23814:16424__kiwi2020__AG0529-0321__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
M00598:87:000000000-J7KGW:1:2102:23902:6826__kiwi2020__AG0529-1093__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,
M00598:87:000000000-J7KGW:1:2102:24246:11651__kiwi2020__AG0529-0325__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,
M00598:87:000000000-J7KGW:1:2102:24297:7864__kiwi2020__AG0529-0058__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium IV,
M00598:87:000000000-J7KGW:1:2102:24352:6244__kiwi2020__AG0529-0894__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,
M00598:87:000000000-J7KGW:1:2102:24493:21466__kiwi2020__AG0529-0507__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,
M00598:87:000000000-J7KGW:1:2102:24614:23522__kiwi2020__AG0529-0285__515f,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae 1,Paenibacillus,
M00598:87:000000000-J7KGW:1:2102:24999:16643__kiwi2020__AG0529-1093__515f,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaerosinus,
M00598:87:000000000-J7KGW:1:2102:25189:19636__kiwi2020__AG0529-0605__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaeromassilibacillus,
M00598:87:000000000-J7KGW:1:2102:25219:21634__kiwi2020__AG0529-0397__515f,Bacteria,Candidatus Saccharibacteria,Saccharibacteria_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:2102:25352:13361__kiwi2020__AG0529-0363__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,
M00598:87:000000000-J7KGW:1:2102:25370:7664__kiwi2020__AG0529-0991__515f,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,
M00598:87:000000000-J7KGW:1:2102:25791:17493__kiwi2020__AG0529-0879__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
M00598:87:000000000-J7KGW:1:2102:25801:8611__kiwi2020__AG0529-0501__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae 1,Syntrophobotulus,
M00598:87:000000000-J7KGW:1:2102:25867:15079__kiwi2020__AG0529-0896__515f,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Galactobacter,
M00598:87:000000000-J7KGW:1:2102:25946:24659__kiwi2020__AG0529-0475__515f,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,
M00598:87:000000000-J7KGW:1:2102:25987:13404__kiwi2020__AG0529-0765__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerosporobacter,
M00598:87:000000000-J7KGW:1:2102:26000:9115__kiwi2020__AG0529-0535__515f,Archaea,Aenigmarchaeota,Candidatus Aenigmarchaeum,,,,
M00598:87:000000000-J7KGW:1:2102:26053:11885__kiwi2020__AG0529-0859__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mobilitalea,
M00598:87:000000000-J7KGW:1:2102:26141:18930__kiwi2020__AG0529-0934__515f,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania,
M00598:87:000000000-J7KGW:1:2102:26182:7669__kiwi2020__AG0529-1034__515f,Bacteria,Acidobacteria,Acidobacteria_Gp3,Gp3,,,
M00598:87:000000000-J7KGW:1:2102:26599:9316__kiwi2020__AG0529-0912__515f,Bacteria,Chloroflexi,Anaerolineae,Aggregatilineales,Aggregatilineaceae,Aggregatilinea,
M00598:87:000000000-J7KGW:1:2102:26630:16461__kiwi2020__AG0529-0551__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,
M00598:87:000000000-J7KGW:1:2102:26709:11996__kiwi2020__AG0529-0894__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,
M00598:87:000000000-J7KGW:1:2102:26783:20518__kiwi2020__AG0529-0014__515f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pseudarcicella,
M00598:87:000000000-J7KGW:1:2102:26964:11226__kiwi2020__AG0529-0143__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,
M00598:87:000000000-J7KGW:1:2102:27053:11949__kiwi2020__AG0529-0492__515f,Bacteria,candidate division WPS-1,WPS-1_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:2102:27140:14541__kiwi2020__AG0529-0922__515f,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Puniceicoccus,
M00598:87:000000000-J7KGW:1:2102:27174:15387__kiwi2020__AG0529-0271__515f,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3,
M00598:87:000000000-J7KGW:1:2102:27178:20689__kiwi2020__AG0529-0655__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,
M00598:87:000000000-J7KGW:1:2102:27555:10010__kiwi2020__AG0529-0487__515f,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae 1,Marinicrinis,
M00598:87:000000000-J7KGW:1:2102:2775:16245__kiwi2020__AG0529-0637__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,
M00598:87:000000000-J7KGW:1:2102:27795:14872__kiwi2020__AG0529-1093__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,
M00598:87:000000000-J7KGW:1:2102:27841:8644__kiwi2020__AG0529-0927__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Proteocatella,
M00598:87:000000000-J7KGW:1:2102:27972:17839__kiwi2020__AG0529-0708__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium XVIII,
M00598:87:000000000-J7KGW:1:2102:28032:18840__kiwi2020__AG0529-0377__515f,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla,
M00598:87:000000000-J7KGW:1:2102:28057:10723__kiwi2020__AG0529-1110__515f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,
M00598:87:000000000-J7KGW:1:2102:28569:20020__kiwi2020__AG0529-0617__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Convivina,
M00598:87:000000000-J7KGW:1:2102:28602:19821__kiwi2020__AG0529-0809__515f,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chlorarachniophyceae,,
M00598:87:000000000-J7KGW:1:2102:28978:14490__kiwi2020__AG0529-1128__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
M00598:87:000000000-J7KGW:1:2102:3294:17990__kiwi2020__AG0529-0534__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,
M00598:87:000000000-J7KGW:1:2102:3899:16743__kiwi2020__AG0529-0517__515f,Archaea,Thaumarchaeota,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaera,,
M00598:87:000000000-J7KGW:1:2102:4578:15181__kiwi2020__AG0529-0214__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter,
M00598:87:000000000-J7KGW:1:2102:4737:16113__kiwi2020__AG0529-1068__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
M00598:87:000000000-J7KGW:1:2102:4828:14968__kiwi2020__AG0529-0973__515f,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chryseomicrobium,
M00598:87:000000000-J7KGW:1:2102:5007:19321__kiwi2020__AG0529-1169__515f,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,
M00598:87:000000000-J7KGW:1:2102:5356:15537__kiwi2020__AG0529-0912__515f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,
M00598:87:000000000-J7KGW:1:2102:5653:16162__kiwi2020__AG0529-1144__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,
M00598:87:000000000-J7KGW:1:2102:6124:21109__kiwi2020__AG0529-0922__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,
M00598:87:000000000-J7KGW:1:2102:6331:20111__kiwi2020__AG0529-0321__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fournierella,
M00598:87:000000000-J7KGW:1:2102:6370:9697__kiwi2020__AG0529-1096__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Criibacterium,
M00598:87:000000000-J7KGW:1:2102:6602:17232__kiwi2020__AG0529-0759__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,
M00598:87:000000000-J7KGW:1:2102:6679:19691__kiwi2020__AG0529-0638__515f,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halosiccatus,
M00598:87:000000000-J7KGW:1:2102:6769:13579__kiwi2020__AG0529-1096__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Lawsonibacter,
M00598:87:000000000-J7KGW:1:2102:6864:19145__kiwi2020__AG0529-0872__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,
M00598:87:000000000-J7KGW:1:2102:7020:15850__kiwi2020__AG0529-0157__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Metakosakonia,
M00598:87:000000000-J7KGW:1:2102:7157:15309__kiwi2020__AG0529-0924__515f,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Ruficoccus,
M00598:87:000000000-J7KGW:1:2102:7241:23184__kiwi2020__AG0529-0425__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Paludicola,
M00598:87:000000000-J7KGW:1:2102:7252:22379__kiwi2020__AG0529-0325__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,
M00598:87:000000000-J7KGW:1:2102:7258:9481__kiwi2020__AG0529-0551__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,
M00598:87:000000000-J7KGW:1:2102:7280:24571__kiwi2020__AG0529-0475__515f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella,
M00598:87:000000000-J7KGW:1:2102:7355:14772__kiwi2020__AG0529-0718__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,
M00598:87:000000000-J7KGW:1:2102:7414:11126__kiwi2020__AG0529-0568__515f,Bacteria,Acidobacteria,Acidobacteria_Gp3,Gp3,,,
M00598:87:000000000-J7KGW:1:2102:7513:11715__kiwi2020__AG0529-0377__515f,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,
M00598:87:000000000-J7KGW:1:2102:7521:18547__kiwi2020__AG0529-0143__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Merdimonas,
M00598:87:000000000-J7KGW:1:2102:7686:24455__kiwi2020__AG0529-0142__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,
M00598:87:000000000-J7KGW:1:2102:7842:11864__kiwi2020__AG0529-0404__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,
M00598:87:000000000-J7KGW:1:2102:7888:16121__kiwi2020__AG0529-0958__515f,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Family VIII,Rippkaea,,
M00598:87:000000000-J7KGW:1:2102:7993:14831__kiwi2020__AG0529-0867__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Breznakia,
M00598:87:000000000-J7KGW:1:2102:8000:15194__kiwi2020__AG0529-0531__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Gottschalkiaceae,Gottschalkia,
M00598:87:000000000-J7KGW:1:2102:8120:11811__kiwi2020__AG0529-0929__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Acidibacter,,
M00598:87:000000000-J7KGW:1:2102:8157:9944__kiwi2020__AG0529-0473__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
M00598:87:000000000-J7KGW:1:2102:8162:18754__kiwi2020__AG0529-0461__515f,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
M00598:87:000000000-J7KGW:1:2102:8194:22877__kiwi2020__AG0529-0396__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Isobaculum,
M00598:87:000000000-J7KGW:1:2102:8461:18449__kiwi2020__AG0529-1022__515f,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,
M00598:87:000000000-J7KGW:1:2102:8538:7944__kiwi2020__AG0529-0532__515f,Bacteria,Acidobacteria,Acidobacteria_Gp3,Gp3,,,
M00598:87:000000000-J7KGW:1:2102:8626:12710__kiwi2020__AG0529-0922__515f,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidobacterium,,,
M00598:87:000000000-J7KGW:1:2102:8671:17871__kiwi2020__AG0529-0492__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,
M00598:87:000000000-J7KGW:1:2102:8839:16966__kiwi2020__AG0529-0780__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Agathobacter,
